,start_date,end_date,problem_start_number_of_icu_active_cases,problem_end_number_of_icu_active_cases,problem_vaccinated_population,city,problem_start_number_of_deaths,problem_end_number_of_deaths,problem_start_number_of_active_cases,problem_end_number_of_active_cases,problem_average_temperature,problem_average_humidity,solution_lockdown_policy_level,solution_vaccine_policy_level,solution_mask_policy_level
593,2021-12-13,2021-12-28,7.0,8.0,1.0,Germersheim,151.0,169.0,1642.0,1016.0,4.03425,87.455,0.0,5.0,2.0
594,2021-12-28,2022-01-19,8.0,4.0,1.0,Germersheim,169.0,182.0,1016.0,1243.0,3.744363636363636,87.73272727272727,0.0,5.0,2.0
595,2022-01-19,2022-01-28,4.0,1.0,1.0,Germersheim,182.0,187.0,1243.0,2354.0,2.2524,83.364,0.0,5.0,2.0
596,2022-01-28,2022-02-17,1.0,0.0,2.0,Germersheim,187.0,190.0,2354.0,4252.0,4.525904761904762,81.8704761904762,0.0,5.0,2.0
597,2022-02-17,2022-03-18,0.0,0.0,2.0,Germersheim,190.0,192.0,4252.0,5564.0,5.5654666666666675,63.07866666666666,0.0,5.0,2.0
598,2022-03-18,2022-04-03,0.0,0.0,2.0,Germersheim,192.0,200.0,5564.0,5301.0,8.184235294117647,60.8564705882353,0.0,5.0,2.0
599,2022-04-03,2022-04-26,0.0,0.0,2.0,Germersheim,200.0,202.0,5301.0,3297.0,10.0595,64.305,0.0,5.0,2.0
600,2022-04-26,2022-06-01,0.0,1.0,2.0,Germersheim,202.0,208.0,3297.0,653.0,16.32216216216216,63.36108108108108,0.0,5.0,2.0
601,2022-06-01,2022-06-17,1.0,1.0,2.0,Germersheim,208.0,209.0,653.0,956.0,19.64235294117647,59.421176470588236,0.0,5.0,2.0
602,2020-04-25,2020-05-15,8.0,0.0,0.0,Koblenz,15.0,18.0,39.0,12.0,11.635619047619047,62.96190476190476,2.0,0.0,2.0
603,2020-05-15,2020-06-01,0.0,0.0,0.0,Koblenz,18.0,18.0,12.0,6.0,15.748222222222221,57.422222222222224,0.0,0.0,2.0
604,2020-06-01,2020-06-30,0.0,0.0,0.0,Koblenz,18.0,18.0,6.0,5.0,18.05666666666667,66.496,0.0,0.0,2.0
605,2020-06-30,2020-07-01,0.0,0.0,0.0,Koblenz,18.0,18.0,5.0,5.0,19.158,63.68,0.0,0.0,2.0
606,2020-07-01,2020-07-30,0.0,0.0,0.0,Koblenz,18.0,18.0,5.0,7.0,19.424,59.913333333333334,0.0,0.0,2.0
607,2020-07-30,2020-08-01,0.0,0.0,0.0,Koblenz,18.0,18.0,7.0,7.0,23.016000000000002,52.17333333333333,0.0,0.0,2.0
608,2020-08-01,2020-08-31,0.0,0.0,0.0,Koblenz,18.0,18.0,7.0,25.0,21.676516129032258,63.08774193548387,0.0,0.0,2.0
609,2020-08-31,2020-09-01,0.0,0.0,0.0,Koblenz,18.0,18.0,25.0,25.0,15.645999999999999,81.62,0.0,0.0,2.0
610,2020-09-01,2020-09-30,0.0,1.0,0.0,Koblenz,18.0,20.0,25.0,25.0,15.956933333333334,69.51066666666667,0.0,0.0,2.0
611,2020-09-30,2020-10-01,1.0,2.0,0.0,Koblenz,20.0,20.0,25.0,26.0,13.248,88.86,0.0,0.0,2.0
612,2020-10-01,2020-10-30,2.0,6.0,0.0,Koblenz,20.0,20.0,26.0,547.0,11.461066666666666,82.12,0.0,0.0,2.0
613,2020-10-30,2020-11-01,6.0,6.0,0.0,Koblenz,20.0,20.0,547.0,454.0,14.378666666666664,82.88,2.0,0.0,2.0
614,2020-11-01,2020-11-13,6.0,11.0,0.0,Koblenz,20.0,24.0,454.0,441.0,8.10276923076923,88.70461538461538,2.0,0.0,2.0
615,2020-11-13,2020-11-30,11.0,11.0,0.0,Koblenz,24.0,29.0,441.0,370.0,6.232666666666668,85.11555555555556,1.0,0.0,2.0
616,2020-11-30,2020-12-01,11.0,10.0,0.0,Koblenz,29.0,30.0,370.0,364.0,0.30000000000000004,92.68,1.0,0.0,2.0
617,2020-12-01,2020-12-31,10.0,18.0,0.0,Koblenz,30.0,48.0,364.0,344.0,5.046,87.868,1.0,0.0,2.0
618,2020-12-31,2021-01-01,18.0,18.0,0.0,Koblenz,48.0,48.0,344.0,335.0,2.016,93.08,2.0,2.0,2.0
619,2021-01-01,2021-01-19,18.0,19.0,0.0,Koblenz,48.0,67.0,335.0,326.0,1.9877894736842106,84.43157894736842,2.0,2.0,2.0
620,2021-01-19,2021-02-19,19.0,8.0,0.0,Koblenz,67.0,104.0,326.0,152.0,2.8751249999999997,80.35,2.0,2.0,2.0
621,2021-02-19,2021-03-04,8.0,9.0,0.0,Koblenz,104.0,112.0,152.0,119.0,7.075714285714286,77.66,2.0,2.0,2.0
622,2021-03-04,2021-03-18,9.0,4.0,0.0,Koblenz,112.0,116.0,119.0,136.0,4.710666666666667,76.624,2.0,3.0,2.0
623,2021-03-18,2021-04-06,4.0,11.0,0.0,Koblenz,116.0,119.0,136.0,279.0,7.691047619047619,67.70666666666666,2.0,3.0,2.0
624,2021-04-06,2021-04-23,11.0,14.0,0.0,Koblenz,119.0,128.0,279.0,392.0,6.715333333333334,69.38222222222223,2.0,3.0,2.0
625,2021-04-23,2021-05-07,14.0,12.0,0.0,Koblenz,128.0,128.0,392.0,327.0,9.126133333333334,60.053333333333335,2.0,3.0,2.0
626,2021-05-07,2021-06-01,12.0,4.0,0.0,Koblenz,128.0,137.0,327.0,70.0,12.772153846153845,71.37230769230769,2.0,3.0,2.0
627,2021-06-01,2021-06-29,4.0,0.0,0.0,Koblenz,137.0,154.0,70.0,15.0,20.115448275862068,68.24275862068966,2.0,3.0,2.0
628,2021-06-29,2021-08-02,0.0,1.0,1.0,Koblenz,154.0,154.0,15.0,36.0,18.324457142857142,77.05828571428572,2.0,5.0,2.0
629,2021-08-02,2021-08-20,1.0,2.0,1.0,Koblenz,154.0,154.0,36.0,151.0,17.73915789473684,77.28631578947369,2.0,5.0,2.0
630,2021-08-20,2021-09-07,2.0,5.0,1.0,Koblenz,154.0,154.0,151.0,357.0,17.018526315789472,78.56421052631579,2.0,5.0,2.0
631,2021-09-07,2021-09-29,5.0,1.0,1.0,Koblenz,154.0,158.0,357.0,104.0,15.89913043478261,78.52347826086957,0.0,5.0,2.0
632,2021-09-29,2021-10-23,1.0,6.0,1.0,Koblenz,158.0,159.0,104.0,100.0,10.732,82.9392,0.0,5.0,2.0
633,2021-10-23,2021-11-04,6.0,9.0,1.0,Koblenz,159.0,161.0,100.0,181.0,8.82676923076923,87.93230769230769,0.0,5.0,2.0
634,2021-11-04,2021-11-19,9.0,11.0,1.0,Koblenz,161.0,165.0,181.0,314.0,6.0865,89.2225,0.0,5.0,2.0
635,2021-11-19,2021-12-13,11.0,9.0,1.0,Koblenz,165.0,169.0,314.0,568.0,4.29728,85.6592,0.0,5.0,2.0
636,2021-12-13,2021-12-28,9.0,9.0,1.0,Koblenz,169.0,171.0,568.0,487.0,4.327999999999999,89.6225,0.0,5.0,2.0
637,2021-12-28,2022-01-19,9.0,5.0,1.0,Koblenz,171.0,177.0,487.0,1397.0,4.965636363636363,86.79636363636364,0.0,5.0,2.0
638,2022-01-19,2022-01-28,5.0,6.0,1.0,Koblenz,177.0,178.0,1397.0,2028.0,3.968,82.012,0.0,5.0,2.0
639,2022-01-28,2022-02-17,6.0,17.0,2.0,Koblenz,178.0,179.0,2028.0,3521.0,5.999428571428571,78.13333333333334,0.0,5.0,2.0
640,2022-02-17,2022-03-18,17.0,6.0,2.0,Koblenz,179.0,181.0,3521.0,4444.0,5.131866666666666,68.448,0.0,5.0,2.0
641,2022-03-18,2022-04-03,6.0,12.0,2.0,Koblenz,181.0,183.0,4444.0,4565.0,8.14870588235294,65.33411764705882,0.0,5.0,2.0
642,2022-04-03,2022-04-26,12.0,4.0,2.0,Koblenz,183.0,184.0,4565.0,2472.0,10.065333333333333,66.09666666666666,0.0,5.0,2.0
643,2022-04-26,2022-06-01,4.0,4.0,2.0,Koblenz,184.0,185.0,2472.0,711.0,15.335567567567566,66.11135135135135,0.0,5.0,2.0
644,2022-06-01,2022-06-17,4.0,2.0,2.0,Koblenz,185.0,187.0,711.0,1326.0,18.005647058823527,64.3435294117647,0.0,5.0,2.0
645,2020-04-25,2020-05-15,2.0,0.0,0.0,Neuwied,4.0,4.0,63.0,20.0,10.511809523809523,64.39238095238095,2.0,0.0,2.0
646,2020-05-15,2020-06-01,0.0,0.0,0.0,Neuwied,4.0,4.0,20.0,11.0,14.576888888888888,59.13111111111111,0.0,0.0,2.0
647,2020-06-01,2020-06-30,0.0,0.0,0.0,Neuwied,4.0,4.0,11.0,8.0,16.605733333333333,70.61466666666666,0.0,0.0,2.0
648,2020-06-30,2020-07-01,0.0,0.0,0.0,Neuwied,4.0,4.0,8.0,8.0,17.36,70.02,0.0,0.0,2.0
649,2020-07-01,2020-07-30,0.0,0.0,0.0,Neuwied,4.0,4.0,8.0,11.0,17.41453333333333,66.58266666666667,0.0,0.0,2.0
650,2020-07-30,2020-08-01,0.0,0.0,0.0,Neuwied,4.0,4.0,11.0,11.0,23.237333333333336,49.44,0.0,0.0,2.0
651,2020-08-01,2020-08-31,0.0,0.0,0.0,Neuwied,4.0,4.0,11.0,40.0,20.23251612903226,66.48516129032258,0.0,0.0,2.0
652,2020-08-31,2020-09-01,0.0,0.0,0.0,Neuwied,4.0,4.0,40.0,41.0,14.085999999999999,83.74,0.0,0.0,2.0
653,2020-09-01,2020-09-30,0.0,1.0,0.0,Neuwied,4.0,5.0,41.0,40.0,15.455333333333334,69.18266666666666,0.0,0.0,2.0
654,2020-09-30,2020-10-01,1.0,1.0,0.0,Neuwied,5.0,5.0,40.0,43.0,11.975999999999999,94.6,0.0,0.0,2.0
655,2020-10-01,2020-10-30,1.0,5.0,0.0,Neuwied,5.0,5.0,43.0,874.0,10.010399999999999,86.41066666666667,0.0,0.0,2.0
656,2020-10-30,2020-11-01,5.0,4.0,0.0,Neuwied,5.0,5.0,874.0,754.0,12.597333333333333,88.62666666666667,2.0,0.0,2.0
657,2020-11-01,2020-11-13,4.0,3.0,0.0,Neuwied,5.0,7.0,754.0,589.0,8.44923076923077,85.50769230769231,2.0,0.0,2.0
658,2020-11-13,2020-11-30,3.0,8.0,0.0,Neuwied,7.0,14.0,589.0,490.0,5.183777777777777,88.08666666666667,1.0,0.0,2.0
659,2020-11-30,2020-12-01,8.0,9.0,0.0,Neuwied,14.0,15.0,490.0,458.0,-0.43,93.28,1.0,0.0,2.0
660,2020-12-01,2020-12-31,9.0,12.0,0.0,Neuwied,15.0,56.0,458.0,837.0,3.8605333333333327,91.15466666666667,1.0,0.0,2.0
661,2020-12-31,2021-01-01,12.0,11.0,0.0,Neuwied,56.0,58.0,837.0,854.0,0.14800000000000002,97.68,2.0,2.0,2.0
662,2021-01-01,2021-01-19,11.0,7.0,0.0,Neuwied,58.0,76.0,854.0,488.0,0.09305263157894735,90.34526315789473,2.0,2.0,2.0
663,2021-01-19,2021-02-19,7.0,7.0,0.0,Neuwied,76.0,99.0,488.0,245.0,1.2652500000000002,85.0475,2.0,2.0,2.0
664,2021-02-19,2021-03-04,7.0,5.0,0.0,Neuwied,99.0,100.0,245.0,285.0,8.532857142857143,69.33428571428571,2.0,2.0,2.0
665,2021-03-04,2021-03-18,5.0,7.0,0.0,Neuwied,100.0,104.0,285.0,352.0,3.2869333333333333,79.008,2.0,3.0,2.0
666,2021-03-18,2021-04-06,7.0,11.0,0.0,Neuwied,104.0,106.0,352.0,682.0,6.994285714285715,66.56761904761905,2.0,3.0,2.0
667,2021-04-06,2021-04-23,11.0,9.0,0.0,Neuwied,106.0,114.0,682.0,733.0,5.057555555555556,71.7088888888889,2.0,3.0,2.0
668,2021-04-23,2021-05-07,9.0,10.0,0.0,Neuwied,114.0,118.0,733.0,567.0,7.496266666666666,61.666666666666664,2.0,3.0,2.0
669,2021-05-07,2021-06-01,10.0,4.0,0.0,Neuwied,118.0,126.0,567.0,157.0,11.391230769230768,73.86923076923077,2.0,3.0,2.0
670,2021-06-01,2021-06-29,4.0,0.0,0.0,Neuwied,126.0,192.0,157.0,28.0,18.84110344827586,71.79034482758621,2.0,3.0,2.0
671,2021-06-29,2021-08-02,0.0,1.0,1.0,Neuwied,192.0,194.0,28.0,85.0,17.011314285714285,80.68342857142858,2.0,5.0,2.0
672,2021-08-02,2021-08-20,1.0,3.0,1.0,Neuwied,194.0,194.0,85.0,167.0,16.349894736842106,81.88,2.0,5.0,2.0
673,2021-08-20,2021-09-07,3.0,1.0,1.0,Neuwied,194.0,195.0,167.0,408.0,15.852421052631579,81.04,2.0,5.0,2.0
674,2021-09-07,2021-09-29,1.0,4.0,1.0,Neuwied,195.0,195.0,408.0,285.0,15.32121739130435,79.64347826086957,0.0,5.0,2.0
675,2021-09-29,2021-10-23,4.0,2.0,1.0,Neuwied,195.0,197.0,285.0,298.0,9.848320000000001,84.976,0.0,5.0,2.0
676,2021-10-23,2021-11-04,2.0,6.0,1.0,Neuwied,197.0,198.0,298.0,421.0,8.372307692307693,88.91692307692308,0.0,5.0,2.0
677,2021-11-04,2021-11-19,6.0,6.0,1.0,Neuwied,198.0,202.0,421.0,678.0,5.28775,92.23,0.0,5.0,2.0
678,2021-11-19,2021-12-13,6.0,7.0,1.0,Neuwied,202.0,207.0,678.0,1214.0,2.84608,92.072,0.0,5.0,2.0
679,2021-12-13,2021-12-28,7.0,9.0,1.0,Neuwied,207.0,215.0,1214.0,797.0,3.4152500000000003,91.83,0.0,5.0,2.0
680,2021-12-28,2022-01-19,9.0,6.0,1.0,Neuwied,215.0,219.0,797.0,1180.0,3.576909090909091,92.80545454545455,0.0,5.0,2.0
681,2022-01-19,2022-01-28,6.0,3.0,1.0,Neuwied,219.0,223.0,1180.0,2461.0,1.9667999999999999,91.212,0.0,5.0,2.0
682,2022-01-28,2022-02-17,3.0,4.0,2.0,Neuwied,223.0,229.0,2461.0,4841.0,4.631238095238095,82.62476190476191,0.0,5.0,2.0
683,2022-02-17,2022-03-18,4.0,5.0,2.0,Neuwied,229.0,233.0,4841.0,5541.0,4.8755999999999995,64.42933333333333,0.0,5.0,2.0
684,2022-03-18,2022-04-03,5.0,3.0,2.0,Neuwied,233.0,234.0,5541.0,5693.0,7.862117647058823,58.141176470588235,0.0,5.0,2.0
685,2022-04-03,2022-04-26,3.0,4.0,2.0,Neuwied,234.0,241.0,5693.0,3298.0,8.930833333333334,63.995,0.0,5.0,2.0
686,2022-04-26,2022-06-01,4.0,0.0,2.0,Neuwied,241.0,259.0,3298.0,839.0,13.91556756756757,66.88324324324324,0.0,5.0,2.0
687,2022-06-01,2022-06-17,0.0,2.0,2.0,Neuwied,259.0,259.0,839.0,1561.0,16.518117647058826,68.4164705882353,0.0,5.0,2.0
688,2020-04-25,2020-05-15,0.0,0.0,0.0,Alzey-Worms,3.0,9.0,45.0,14.0,11.528190476190474,67.61142857142858,2.0,0.0,2.0
689,2020-05-15,2020-06-01,0.0,0.0,0.0,Alzey-Worms,9.0,11.0,14.0,7.0,15.38111111111111,60.04222222222222,0.0,0.0,2.0
690,2020-06-01,2020-06-30,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,7.0,5.0,17.445866666666667,72.02933333333333,0.0,0.0,2.0
691,2020-06-30,2020-07-01,0.0,1.0,0.0,Alzey-Worms,11.0,11.0,5.0,6.0,19.05,66.42,0.0,0.0,2.0
692,2020-07-01,2020-07-30,1.0,0.0,0.0,Alzey-Worms,11.0,11.0,6.0,8.0,19.534933333333335,59.157333333333334,0.0,0.0,2.0
693,2020-07-30,2020-08-01,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,8.0,8.0,23.50266666666667,47.986666666666665,0.0,0.0,2.0
694,2020-08-01,2020-08-31,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,8.0,28.0,21.58662162162162,60.32122905027933,0.0,0.0,2.0
695,2020-08-31,2020-09-01,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,28.0,29.0,15.649999999999999,78.52,0.0,0.0,2.0
696,2020-09-01,2020-09-30,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,29.0,28.0,16.582666666666668,64.69466666666666,0.0,0.0,2.0
697,2020-09-30,2020-10-01,0.0,0.0,0.0,Alzey-Worms,11.0,11.0,28.0,30.0,12.225999999999999,90.06,0.0,0.0,2.0
698,2020-10-01,2020-10-30,0.0,0.0,0.0,Alzey-Worms,11.0,12.0,30.0,567.0,10.848133333333333,83.19733333333333,0.0,0.0,2.0
699,2020-10-30,2020-11-01,0.0,0.0,0.0,Alzey-Worms,12.0,12.0,567.0,468.0,13.549333333333333,83.46666666666667,2.0,0.0,2.0
700,2020-11-01,2020-11-13,0.0,1.0,0.0,Alzey-Worms,12.0,13.0,468.0,426.0,7.844923076923076,88.35076923076923,2.0,0.0,2.0
701,2020-11-13,2020-11-30,1.0,0.0,0.0,Alzey-Worms,13.0,16.0,426.0,513.0,5.239777777777778,89.21333333333334,1.0,0.0,2.0
702,2020-11-30,2020-12-01,0.0,0.0,0.0,Alzey-Worms,16.0,17.0,513.0,497.0,-0.33199999999999996,92.46,1.0,0.0,2.0
703,2020-12-01,2020-12-31,0.0,0.0,0.0,Alzey-Worms,17.0,58.0,497.0,413.0,4.052266666666667,91.92666666666666,1.0,0.0,2.0
704,2020-12-31,2021-01-01,0.0,0.0,0.0,Alzey-Worms,58.0,58.0,413.0,417.0,1.9679999999999997,91.92,2.0,2.0,2.0
705,2021-01-01,2021-01-19,0.0,1.0,0.0,Alzey-Worms,58.0,82.0,417.0,350.0,0.72,86.62315789473685,2.0,2.0,2.0
706,2021-01-19,2021-02-19,1.0,1.0,0.0,Alzey-Worms,82.0,104.0,350.0,162.0,2.193875,84.85875,2.0,2.0,2.0
707,2021-02-19,2021-03-04,1.0,1.0,0.0,Alzey-Worms,104.0,107.0,162.0,129.0,7.622571428571429,76.98,2.0,2.0,2.0
708,2021-03-04,2021-03-18,1.0,0.0,0.0,Alzey-Worms,107.0,109.0,129.0,134.0,4.4168,75.304,2.0,3.0,2.0
709,2021-03-18,2021-04-06,0.0,1.0,0.0,Alzey-Worms,109.0,109.0,134.0,360.0,7.814666666666667,64.89904761904762,2.0,3.0,2.0
710,2021-04-06,2021-04-23,1.0,1.0,0.0,Alzey-Worms,109.0,114.0,360.0,414.0,6.470444444444445,66.67777777777778,2.0,3.0,2.0
711,2021-04-23,2021-05-07,1.0,0.0,0.0,Alzey-Worms,114.0,117.0,414.0,365.0,8.725866666666667,62.00266666666667,2.0,3.0,2.0
712,2021-05-07,2021-06-01,0.0,0.0,0.0,Alzey-Worms,117.0,117.0,365.0,129.0,12.41646153846154,72.93846153846154,2.0,3.0,2.0
713,2021-06-01,2021-06-29,0.0,0.0,0.0,Alzey-Worms,117.0,121.0,129.0,33.0,19.85296551724138,74.24689655172413,2.0,3.0,2.0
714,2021-06-29,2021-08-02,0.0,0.0,1.0,Alzey-Worms,121.0,123.0,33.0,32.0,18.236800000000002,79.17942857142857,2.0,5.0,2.0
715,2021-08-02,2021-08-20,0.0,0.0,1.0,Alzey-Worms,123.0,124.0,32.0,121.0,18.007578947368422,78.31368421052632,2.0,5.0,2.0
716,2021-08-20,2021-09-07,0.0,1.0,1.0,Alzey-Worms,124.0,125.0,121.0,282.0,16.72778947368421,78.94526315789474,2.0,5.0,2.0
717,2021-09-07,2021-09-29,1.0,1.0,1.0,Alzey-Worms,125.0,127.0,282.0,292.0,15.974434782608695,79.45391304347827,0.0,5.0,2.0
718,2021-09-29,2021-10-23,1.0,0.0,1.0,Alzey-Worms,127.0,137.0,292.0,227.0,10.4536,84.3488,0.0,5.0,2.0
719,2021-10-23,2021-11-04,0.0,0.0,1.0,Alzey-Worms,137.0,143.0,227.0,299.0,7.848923076923076,92.56923076923077,0.0,5.0,2.0
720,2021-11-04,2021-11-19,0.0,0.0,1.0,Alzey-Worms,143.0,143.0,299.0,571.0,5.23675,93.515,0.0,5.0,2.0
721,2021-11-19,2021-12-13,0.0,2.0,1.0,Alzey-Worms,143.0,147.0,571.0,1104.0,3.2396800000000003,89.8768,0.0,5.0,2.0
722,2021-12-13,2021-12-28,2.0,1.0,1.0,Alzey-Worms,147.0,154.0,1104.0,566.0,3.8047500000000003,93.0375,0.0,5.0,2.0
723,2021-12-28,2022-01-19,1.0,0.0,1.0,Alzey-Worms,154.0,157.0,566.0,919.0,4.251636363636364,86.11818181818182,0.0,5.0,2.0
724,2022-01-19,2022-01-28,0.0,0.0,1.0,Alzey-Worms,157.0,160.0,919.0,1788.0,2.1932,81.684,0.0,5.0,2.0
725,2022-01-28,2022-02-17,0.0,0.0,2.0,Alzey-Worms,160.0,164.0,1788.0,3480.0,5.35904761904762,76.28761904761905,0.0,5.0,2.0
726,2022-02-17,2022-03-18,0.0,1.0,2.0,Alzey-Worms,164.0,172.0,3480.0,4265.0,4.833333333333334,64.12,0.0,5.0,2.0
727,2022-03-18,2022-04-03,1.0,2.0,2.0,Alzey-Worms,172.0,178.0,4265.0,5598.0,7.796705882352941,60.614117647058826,0.0,5.0,2.0
728,2022-04-03,2022-04-26,2.0,0.0,2.0,Alzey-Worms,178.0,186.0,5598.0,3368.0,9.168333333333333,65.345,0.0,5.0,2.0
729,2022-04-26,2022-06-01,0.0,0.0,2.0,Alzey-Worms,186.0,195.0,3368.0,779.0,15.295459459459458,64.59567567567568,0.0,5.0,2.0
730,2022-06-01,2022-06-17,0.0,0.0,2.0,Alzey-Worms,195.0,196.0,779.0,981.0,18.294823529411765,62.55764705882353,0.0,5.0,2.0
731,2020-04-25,2020-05-15,5.0,1.0,0.0,Vulkaneifel,2.0,5.0,21.0,7.0,9.373849372384937,65.64644351464435,2.0,0.0,2.0
732,2020-05-15,2020-06-01,1.0,0.0,0.0,Vulkaneifel,5.0,5.0,7.0,3.0,13.445578231292517,59.80045351473923,0.0,0.0,2.0
733,2020-06-01,2020-06-30,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,3.0,3.0,15.765171898355755,69.64125560538116,0.0,0.0,2.0
734,2020-06-30,2020-07-01,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,3.0,3.0,15.943478260869565,72.47826086956522,0.0,0.0,2.0
735,2020-07-01,2020-07-30,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,3.0,4.0,16.432344632768366,65.5183615819209,0.0,0.0,2.0
736,2020-07-30,2020-08-01,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,4.0,4.0,22.35735294117647,49.455882352941174,0.0,0.0,2.0
737,2020-08-01,2020-08-31,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,4.0,13.0,19.105693430656938,66.66569343065693,0.0,0.0,2.0
738,2020-08-31,2020-09-01,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,13.0,13.0,12.918604651162791,84.97674418604652,0.0,0.0,2.0
739,2020-09-01,2020-09-30,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,13.0,13.0,14.673093525179858,69.84172661870504,0.0,0.0,2.0
740,2020-09-30,2020-10-01,0.0,0.0,0.0,Vulkaneifel,5.0,5.0,13.0,14.0,12.26923076923077,90.53846153846153,0.0,0.0,2.0
741,2020-10-01,2020-10-30,0.0,5.0,0.0,Vulkaneifel,5.0,7.0,14.0,280.0,8.942319749216301,87.19278996865204,0.0,0.0,2.0
742,2020-10-30,2020-11-01,5.0,4.0,0.0,Vulkaneifel,7.0,7.0,280.0,233.0,11.995588235294116,87.70588235294117,2.0,0.0,2.0
743,2020-11-01,2020-11-13,4.0,3.0,0.0,Vulkaneifel,7.0,7.0,233.0,192.0,8.680281690140847,84.1830985915493,2.0,0.0,2.0
744,2020-11-13,2020-11-30,3.0,1.0,0.0,Vulkaneifel,7.0,12.0,192.0,143.0,4.862469733656175,87.53510895883777,1.0,0.0,2.0
745,2020-11-30,2020-12-01,1.0,1.0,0.0,Vulkaneifel,12.0,13.0,143.0,131.0,0.4384615384615384,90.41025641025641,1.0,0.0,2.0
746,2020-12-01,2020-12-31,1.0,2.0,0.0,Vulkaneifel,13.0,32.0,131.0,185.0,3.318195956454121,92.3203732503888,1.0,0.0,2.0
747,2020-12-31,2021-01-01,2.0,1.0,0.0,Vulkaneifel,32.0,32.0,185.0,184.0,-1.0320000000000003,96.76,2.0,2.0,2.0
748,2021-01-01,2021-01-19,1.0,2.0,0.0,Vulkaneifel,32.0,38.0,184.0,108.0,-1.0313684210526317,92.53052631578947,2.0,2.0,2.0
749,2021-01-19,2021-02-19,2.0,4.0,0.0,Vulkaneifel,38.0,55.0,108.0,107.0,0.8340000000000001,86.04125,2.0,2.0,2.0
750,2021-02-19,2021-03-04,4.0,1.0,0.0,Vulkaneifel,55.0,56.0,107.0,88.0,7.934571428571428,69.65428571428572,2.0,2.0,2.0
751,2021-03-04,2021-03-18,1.0,0.0,0.0,Vulkaneifel,56.0,56.0,88.0,55.0,1.9781333333333333,82.44,2.0,3.0,2.0
752,2021-03-18,2021-04-06,0.0,2.0,0.0,Vulkaneifel,56.0,57.0,55.0,136.0,5.720952380952381,69.36571428571429,2.0,3.0,2.0
753,2021-04-06,2021-04-23,2.0,2.0,0.0,Vulkaneifel,57.0,58.0,136.0,151.0,3.7542222222222223,73.99777777777778,2.0,3.0,2.0
754,2021-04-23,2021-05-07,2.0,2.0,0.0,Vulkaneifel,58.0,59.0,151.0,84.0,6.154399999999999,63.589333333333336,2.0,3.0,2.0
755,2021-05-07,2021-06-01,2.0,0.0,0.0,Vulkaneifel,59.0,61.0,84.0,63.0,10.236461538461539,73.98461538461538,2.0,3.0,2.0
756,2021-06-01,2021-06-29,0.0,0.0,0.0,Vulkaneifel,61.0,61.0,63.0,14.0,17.457103448275863,73.87034482758621,2.0,3.0,2.0
757,2021-06-29,2021-08-02,0.0,1.0,1.0,Vulkaneifel,61.0,61.0,14.0,14.0,16.204118993135012,81.65102974828375,2.0,5.0,2.0
758,2021-08-02,2021-08-20,1.0,1.0,1.0,Vulkaneifel,61.0,61.0,14.0,27.0,15.492842105263156,83.28842105263158,2.0,5.0,2.0
759,2021-08-20,2021-09-07,1.0,0.0,1.0,Vulkaneifel,61.0,61.0,27.0,67.0,14.567999999999998,86.47157894736841,2.0,5.0,2.0
760,2021-09-07,2021-09-29,0.0,0.0,1.0,Vulkaneifel,61.0,61.0,67.0,39.0,14.104521739130433,84.38434782608695,0.0,5.0,2.0
761,2021-09-29,2021-10-23,0.0,0.0,1.0,Vulkaneifel,61.0,62.0,39.0,86.0,8.9624,87.6816,0.0,5.0,2.0
762,2021-10-23,2021-11-04,0.0,1.0,1.0,Vulkaneifel,62.0,62.0,86.0,116.0,8.018153846153847,88.55076923076923,0.0,5.0,2.0
763,2021-11-04,2021-11-19,1.0,3.0,1.0,Vulkaneifel,62.0,63.0,116.0,195.0,4.636750000000001,92.805,0.0,5.0,2.0
764,2021-11-19,2021-12-13,3.0,1.0,1.0,Vulkaneifel,63.0,66.0,195.0,288.0,1.9121599999999999,93.9904,0.0,5.0,2.0
765,2021-12-13,2021-12-28,1.0,1.0,1.0,Vulkaneifel,66.0,68.0,288.0,219.0,3.0667500000000003,94.025,0.0,5.0,2.0
766,2021-12-28,2022-01-19,1.0,1.0,1.0,Vulkaneifel,68.0,71.0,219.0,364.0,2.6380000000000003,93.38545454545455,0.0,5.0,2.0
767,2022-01-19,2022-01-28,1.0,0.0,1.0,Vulkaneifel,71.0,71.0,364.0,642.0,0.6195999999999999,89.08,0.0,5.0,2.0
768,2022-01-28,2022-02-17,0.0,0.0,2.0,Vulkaneifel,71.0,72.0,642.0,1255.0,3.5822857142857143,83.78285714285714,0.0,5.0,2.0
769,2022-02-17,2022-03-18,0.0,4.0,2.0,Vulkaneifel,72.0,76.0,1255.0,3216.0,3.967733333333334,65.67066666666666,0.0,5.0,2.0
